"State","Abortions","Year","Month","Population","AbortionsPerThousandWomen"
"New Mexico",1930,2022,"Dec",462773.875001475,4.1705033586735
"New York",10200,2022,"Dec",4415299.41666772,2.31014910596891
"North Carolina",4010,2022,"Dec",2437542.2083335,1.64509971818767
"North Dakota",0,2022,"Dec",171631.166667852,0
"Ohio",1860,2022,"Dec",2559835.12499858,0.726609296761264
"Oklahoma",0,2022,"Dec",912518.875001388,0
"Oregon",1010,2022,"Dec",960731.541666437,1.05128223254553
"Pennsylvania",3090,2022,"Dec",2807772.49999919,1.10051651264513
"Rhode Island",230,2022,"Dec",245437.500000713,0.937102113569979
"South Carolina",850,2022,"Dec",1168116.20833514,0.7276673279035
"South Dakota",0,2022,"Dec",191704.500003479,0
"Tennessee",0,2022,"Dec",1599485.74999891,0
"Texas",0,2022,"Dec",7230335.66666057,0
"Utah",340,2022,"Dec",848667.041667682,0.400628259737623
"Vermont",120,2022,"Dec",137934.583333532,0.869977616199666
"Virginia",2410,2022,"Dec",1956012.99999903,1.23209815067752
"Washington",1950,2022,"Dec",1777754.33333484,1.0968894652289
"West Virginia",0,2022,"Dec",365263.041668639,0
"Wisconsin",0,2022,"Dec",1266062.1666663,0
"Wyoming",50,2022,"Dec",124477.124999342,0.401680228397501
"Telehealth",8570,2022,"Dec",75138057.0416573,0.114056715563575
"Alabama",0,2023,"Jan",1143533.0833302,0
"Alaska",140,2023,"Jan",159642.666668301,0.87695854073201
"Arizona",1120,2023,"Jan",1644576.49999848,0.681026391901525
"Arkansas",0,2023,"Jan",678676.249998797,0
"California",15750,2023,"Jan",9042105.74999277,1.74185089573992
"Colorado",2330,2023,"Jan",1378551.91666469,1.69017936273106
"Connecticut",1110,2023,"Jan",808269.749997791,1.37330390009404
"Delaware",260,2023,"Jan",216759.250001959,1.19948744977504
"DC",920,2023,"Jan",198545.000000057,4.63371024200931
"Florida",6950,2023,"Jan",4706346.000001,1.47672950522518
"Georgia",2820,2023,"Jan",2597369.16666419,1.08571397404464
"Hawaii",300,2023,"Jan",294432.249997331,1.0189101227964
"Idaho",0,2023,"Jan",442675.166667995,0
"Illinois",7960,2023,"Jan",2833701.1666679,2.80904708429789
"Indiana",510,2023,"Jan",1532432.66666792,0.33280418193442
"Iowa",370,2023,"Jan",695092.166667063,0.53230350986997
"Kansas",1660,2023,"Jan",647157.999999195,2.56506139150264
"Kentucky",0,2023,"Jan",985122.666666145,0
"Louisiana",0,2023,"Jan",1037200.08333485,0
"Maine",240,2023,"Jan",283949.999999995,0.845219228737469
"Maryland",3670,2023,"Jan",1386826.66666538,2.6463292697021
"Massachusetts",1820,2023,"Jan",1609270.50000075,1.13094722111612
"Michigan",2990,2023,"Jan",2168787.50000113,1.37865051324689
"Minnesota",1230,2023,"Jan",1255309.33333373,0.979838170033747
"Mississippi",0,2023,"Jan",665549.91666719,0
"Missouri",0,2023,"Jan",1368074.83333206,0
"Montana",210,2023,"Jan",241628.416668478,0.869103075273332
"Nebraska",320,2023,"Jan",434608.249998608,0.736295272814138
"Nevada",1560,2023,"Jan",720315.583332619,2.16571741066949
"New Hampshire",220,2023,"Jan",290282.083333095,0.757883495508583
"New Jersey",5250,2023,"Jan",2035231.24999939,2.57955944809789
"New Mexico",2070,2023,"Jan",462855.750001547,4.47223568032391
"New York",9630,2023,"Jan",4408983.16666776,2.18417708482162
"North Carolina",4450,2023,"Jan",2439910.41666683,1.82383745304845
"North Dakota",0,2023,"Jan",171715.666667909,0
"Ohio",1950,2023,"Jan",2559218.58333185,0.761951328698659
"Oklahoma",0,2023,"Jan",913334.416668117,0
"Oregon",1050,2023,"Jan",960756.749999761,1.09288849649015
"Pennsylvania",2860,2023,"Jan",2807833.99999915,1.01857873364339
"Rhode Island",250,2023,"Jan",245370.000000751,1.01886946244135
"South Carolina",990,2023,"Jan",1169410.41666856,0.846580452755274
"South Dakota",0,2023,"Jan",191972.000003645,0
"Tennessee",0,2023,"Jan",1600632.8333322,0
"Texas",10,2023,"Jan",7239248.33332694,0.00138135888417635
"Utah",360,2023,"Jan",849974.083334401,0.423542325652731
"Vermont",130,2023,"Jan",137983.833333543,0.942139356903904
"Virginia",3100,2023,"Jan",1956100.66666565,1.58478551376613
"Washington",2050,2023,"Jan",1778526.66666824,1.1526394506304
"West Virginia",0,2023,"Jan",365100.750002069,0
"Wisconsin",0,2023,"Jan",1266011.66666629,0
"Wyoming",50,2023,"Jan",124549.916665979,0.401445471329308
"Telehealth",7250,2023,"Jan",75151513.7499903,0.0964717759926817
"Alabama",0,2023,"Feb",1143893.45833008,0
"Alaska",130,2023,"Feb",159632.666668382,0.814369656995456
"Arizona",990,2023,"Feb",1646660.41666507,0.60121685684594
"Arkansas",0,2023,"Feb",679038.374998744,0
"California",13930,2023,"Feb",9036082.7916591,1.54159720768144
"Colorado",2080,2023,"Feb",1379380.0416646,1.50792380429828
"Connecticut",980,2023,"Feb",808728.124997687,1.21177929851618
"Delaware",220,2023,"Feb",216929.375002049,1.01415495249513
"DC",880,2023,"Feb",198741.166666736,4.42786975018441
"Florida",6870,2023,"Feb",4711444.33333438,1.4581515802688
"Georgia",2580,2023,"Feb",2599074.9166641,0.992660882323243
"Hawaii",260,2023,"Feb",294270.041663877,0.883542199980311
"Idaho",0,2023,"Feb",443594.583334723,0
"Illinois",7400,2023,"Feb",2831341.58333463,2.61360199121033
"Indiana",690,2023,"Feb",1532838.50000131,0.450145269706764
"Iowa",300,2023,"Feb",695285.083333749,0.431477687629313
"Kansas",1560,2023,"Feb",647243.666665825,2.41022057123571
"Kentucky",0,2023,"Feb",985031.666666123,0
"Louisiana",0,2023,"Feb",1036507.62500158,0
"Maine",210,2023,"Feb",284170.499999995,0.738992963731294
"Maryland",3670,2023,"Feb",1386412.333332,2.64712013285385
"Massachusetts",1570,2023,"Feb",1609015.75000078,0.975751791117794
"Michigan",2920,2023,"Feb",2168094.91666785,1.34680450452222
"Minnesota",1100,2023,"Feb",1255371.83333374,0.876234411822718
"Mississippi",0,2023,"Feb",665368.875000547,0
"Missouri",0,2023,"Feb",1368389.24999867,0
"Montana",170,2023,"Feb",242114.625001889,0.702146762091193
"Nebraska",280,2023,"Feb",434712.708331877,0.644103553067136
"Nevada",1450,2023,"Feb",720906.041665918,2.01135781391045
"New Hampshire",230,2023,"Feb",290268.291666416,0.792370391817794
"New Jersey",4950,2023,"Feb",2034802.70833269,2.43266827772999
"New Mexico",1840,2023,"Feb",462937.625001619,3.97461753080356
"New York",8850,2023,"Feb",4402666.9166678,2.01014525230044
"North Carolina",4070,2023,"Feb",2442278.62500015,1.66647652660832
"North Dakota",0,2023,"Feb",171800.166667966,0
"Ohio",1920,2023,"Feb",2558602.04166511,0.750409781878577
"Oklahoma",0,2023,"Feb",914149.958334845,0
"Oregon",880,2023,"Feb",960781.958333086,0.915920612754595
"Pennsylvania",2970,2023,"Feb",2807895.49999912,1.05773167128226
"Rhode Island",230,2023,"Feb",245302.500000789,0.937617839195523
"South Carolina",1000,2023,"Feb",1170704.62500197,0.854186426399669
"South Dakota",0,2023,"Feb",192239.500003811,0
"Tennessee",0,2023,"Feb",1601779.91666548,0
"Texas",0,2023,"Feb",7248160.99999332,0
"Utah",340,2023,"Feb",851281.12500112,0.399398024946874
"Vermont",100,2023,"Feb",138033.083333555,0.724464002288144
"Virginia",2860,2023,"Feb",1956188.33333228,1.46202691799522
"Washington",1900,2023,"Feb",1779299.00000165,1.06783626585427
"West Virginia",0,2023,"Feb",364938.458335498,0
"Wisconsin",0,2023,"Feb",1265961.16666627,0
"Wyoming",40,2023,"Feb",124622.708332616,0.32096879080208
"Telehealth",5950,2023,"Feb",75164970.4583232,0.0791592142419467
"Alabama",0,2023,"Mar",1144253.83332995,0
"Alaska",140,2023,"Mar",159622.666668463,0.877068419679901
"Arizona",1260,2023,"Mar",1648744.33333167,0.764217941209768
"Arkansas",0,2023,"Mar",679400.499998693,0
"California",16090,2023,"Mar",9030059.83332542,1.78182651023196
"Colorado",2390,2023,"Mar",1380208.16666451,1.73162285061377
"Connecticut",1210,2023,"Mar",809186.499997584,1.49532895074697
"Delaware",270,2023,"Mar",217099.500002138,1.24366937739304
"DC",1100,2023,"Mar",198937.333333417,5.52937943606801
"Florida",7870,2023,"Mar",4716542.66666777,1.66859510370127
"Georgia",3220,2023,"Mar",2600780.66666402,1.23808979406566
"Hawaii",280,2023,"Mar",294107.833330423,0.952031766136016
"Idaho",0,2023,"Mar",444514.000001454,0
"Illinois",8570,2023,"Mar",2828982.00000136,3.02935826385459
"Indiana",730,2023,"Mar",1533244.33333469,0.476114591868279
"Iowa",390,2023,"Mar",695478.000000435,0.560765401637084
"Kansas",1700,2023,"Mar",647329.333332455,2.62617482703648
"Kentucky",0,2023,"Mar",984940.666666102,0
"Louisiana",0,2023,"Mar",1035815.16666831,0
"Maine",260,2023,"Mar",284390.999999995,0.914234276049538
"Maryland",3660,2023,"Mar",1385997.99999861,2.64069645122409
"Massachusetts",2010,2023,"Mar",1608761.00000081,1.24940870645111
"Michigan",3370,2023,"Mar",2167402.33333457,1.5548566817381
"Minnesota",1410,2023,"Mar",1255434.33333376,1.12311728504015
"Mississippi",0,2023,"Mar",665187.833333903,0
"Missouri",0,2023,"Mar",1368703.66666528,0
"Montana",190,2023,"Mar",242600.833335302,0.78317950267466
"Nebraska",250,2023,"Mar",434817.166665147,0.574954300717674
"Nevada",1600,2023,"Mar",721496.49999922,2.21761297525592
"New Hampshire",270,2023,"Mar",290254.499999737,0.93021813615377
"New Jersey",5670,2023,"Mar",2034374.16666598,2.78709791586286
"New Mexico",2140,2023,"Mar",463019.500001691,4.62183558142191
"New York",11000,2023,"Mar",4396350.66666782,2.50207520601112
"North Carolina",4670,2023,"Mar",2444646.83333349,1.91029638159719
"North Dakota",0,2023,"Mar",171884.666668023,0
"Ohio",2110,2023,"Mar",2557985.49999838,0.824867850111479
"Oklahoma",0,2023,"Mar",914965.500001576,0
"Oregon",1150,2023,"Mar",960807.166666411,1.19691030614396
"Pennsylvania",3470,2023,"Mar",2807956.99999908,1.23577390964361
"Rhode Island",300,2023,"Mar",245235.000000827,1.22331641078552
"South Carolina",1090,2023,"Mar",1171998.83333539,0.930035055494013
"South Dakota",0,2023,"Mar",192507.000003978,0
"Tennessee",0,2023,"Mar",1602926.99999876,0
"Texas",10,2023,"Mar",7257073.66665972,0.00137796589360003
"Utah",400,2023,"Mar",852588.166667842,0.469159690033365
"Vermont",140,2023,"Mar",138082.333333567,1.01388784951802
"Virginia",3080,2023,"Mar",1956275.9999989,1.57441996937126
"Washington",2080,2023,"Mar",1780071.33333506,1.16849249861409
"West Virginia",0,2023,"Mar",364776.166668927,0
"Wisconsin",0,2023,"Mar",1265910.66666626,0
"Wyoming",50,2023,"Mar",124695.499999253,0.400976779437105
"Telehealth",6870,2023,"Mar",75178427.1666561,0.0913825981590507
"Alabama",0,2023,"Apr",1144614.20832983,0
"Alaska",140,2023,"Apr",159612.666668543,0.877123369479995
"Arizona",1120,2023,"Apr",1650828.24999826,0.678447318793568
"Arkansas",0,2023,"Apr",679762.62499864,0
"California",15750,2023,"Apr",9024036.87499175,1.74533861266102
"Colorado",2330,2023,"Apr",1381036.29166441,1.68713886381067
"Connecticut",1110,2023,"Apr",809644.87499748,1.37097143979755
"Delaware",260,2023,"Apr",217269.625002228,1.1966698059949
"DC",920,2023,"Apr",199133.500000096,4.6200162202721
"Florida",6950,2023,"Apr",4721641.00000116,1.47194587644387
"Georgia",2820,2023,"Apr",2602486.41666393,1.08357914260121
"Hawaii",300,2023,"Apr",293945.62499697,1.02059692163506
"Idaho",0,2023,"Apr",445433.416668182,0
"Illinois",7960,2023,"Apr",2826622.41666809,2.81608182014736
"Indiana",510,2023,"Apr",1533650.16666808,0.332539982770645
"Iowa",370,2023,"Apr",695670.916667121,0.531860670232741
"Kansas",1660,2023,"Apr",647414.999999085,2.56404315624807
"Kentucky",0,2023,"Apr",984849.66666608,0
"Louisiana",0,2023,"Apr",1035122.70833503,0
"Maine",240,2023,"Apr",284611.499999995,0.843254752531095
"Maryland",3670,2023,"Apr",1385583.66666522,2.64870327811589
"Massachusetts",1820,2023,"Apr",1608506.25000083,1.13148456836836
"Michigan",2990,2023,"Apr",2166709.75000129,1.37997255977558
"Minnesota",1230,2023,"Apr",1255496.83333378,0.979691837799323
"Mississippi",0,2023,"Apr",665006.79166726,0
"Missouri",0,2023,"Apr",1369018.08333188,0
"Montana",210,2023,"Apr",243087.041668714,0.863888089461363
"Nebraska",320,2023,"Apr",434921.624998417,0.735764748421431
"Nevada",1560,2023,"Apr",722086.95833252,2.1604046188598
"New Hampshire",220,2023,"Apr",290240.708333058,0.757991534900558
"New Jersey",5250,2023,"Apr",2033945.62499928,2.58118994700355
"New Mexico",2070,2023,"Apr",463101.375001763,4.46986364484908
"New York",9630,2023,"Apr",4390034.41666786,2.19360467048671
"North Carolina",4450,2023,"Apr",2447015.04166682,1.81854215206165
"North Dakota",0,2023,"Apr",171969.16666808,0
"Ohio",1950,2023,"Apr",2557368.95833165,0.762502412351217
"Oklahoma",0,2023,"Apr",915781.041668304,0
"Oregon",1050,2023,"Apr",960832.374999735,1.09280247764371
"Pennsylvania",2860,2023,"Apr",2808018.49999904,1.01851180823808
"Rhode Island",250,2023,"Apr",245167.500000865,1.01971101389506
"South Carolina",990,2023,"Apr",1173293.04166881,0.843778974936981
"South Dakota",0,2023,"Apr",192774.500004144,0
"Tennessee",0,2023,"Apr",1604074.08333205,0
"Texas",10,2023,"Apr",7265986.3333261,0.00137627564122081
"Utah",360,2023,"Apr",853895.208334561,0.421597400343943
"Vermont",130,2023,"Apr",138131.583333578,0.941131614238136
"Virginia",3100,2023,"Apr",1956363.66666552,1.58457246616307
"Washington",2050,2023,"Apr",1780843.66666846,1.15113978748908
"West Virginia",0,2023,"Apr",364613.875002357,0
"Wisconsin",0,2023,"Apr",1265860.16666624,0
"Wyoming",50,2023,"Apr",124768.29166589,0.400742843653676
"Telehealth",6910,2023,"Apr",75191883.874989,0.0918982161889744
"Alabama",0,2023,"May",1144974.5833297,0
"Alaska",160,2023,"May",159602.666668624,1.00248951561819
"Arizona",1150,2023,"May",1652912.16666486,0.695741747923846
"Arkansas",0,2023,"May",680124.749998587,0
"California",15550,2023,"May",9018013.91665808,1.72432645854272
"Colorado",2390,2023,"May",1381864.41666432,1.72954739349119
"Connecticut",1260,2023,"May",810103.249997376,1.55535729551027
"Delaware",260,2023,"May",217439.750002317,1.19573353076993
"DC",1020,2023,"May",199329.666666776,5.11715098437985
"Florida",6890,2023,"May",4726739.33333454,1.45766447314101
"Georgia",2420,2023,"May",2604192.16666385,0.929270900580348
"Hawaii",300,2023,"May",293783.416663516,1.02116042970391
"Idaho",0,2023,"May",446352.833334909,0
"Illinois",7960,2023,"May",2824262.83333482,2.81843456849979
"Indiana",640,2023,"May",1534056.00000147,0.417194678681475
"Iowa",260,2023,"May",695863.833333806,0.373636317258175
"Kansas",1810,2023,"May",647500.666665715,2.79536391726134
"Kentucky",0,2023,"May",984758.666666059,0
"Louisiana",0,2023,"May",1034430.25000176,0
"Maine",220,2023,"May",284831.999999995,0.772385125266837
"Maryland",3900,2023,"May",1385169.33333183,2.81554024201439
"Massachusetts",1800,2023,"May",1608251.50000086,1.11922793170038
"Michigan",3000,2023,"May",2166017.16666801,1.38503057416433
"Minnesota",1390,2023,"May",1255559.3333338,1.10707631499121
"Mississippi",0,2023,"May",664825.750000618,0
"Missouri",0,2023,"May",1369332.49999849,0
"Montana",190,2023,"May",243573.250002126,0.780052817780039
"Nebraska",180,2023,"May",435026.083331686,0.413768293205442
"Nevada",1420,2023,"May",722677.41666582,1.96491542042559
"New Hampshire",260,2023,"May",290226.916666379,0.895850746672386
"New Jersey",5880,2023,"May",2033517.08333258,2.89154197335962
"New Mexico",1860,2023,"May",463183.250001835,4.0156892547229
"New York",10370,2023,"May",4383718.16666789,2.36557178306979
"North Carolina",4500,2023,"May",2449383.25000014,1.83719718014718
"North Dakota",0,2023,"May",172053.666668137,0
"Ohio",1970,2023,"May",2556752.41666491,0.770508707514869
"Oklahoma",0,2023,"May",916596.583335033,0
"Oregon",1110,2023,"May",960857.58333306,1.15521802528694
"Pennsylvania",3060,2023,"May",2808079.99999901,1.08971254380256
"Rhode Island",230,2023,"May",245100.000000903,0.938392492856598
"South Carolina",890,2023,"May",1174587.25000222,0.757712975343734
"South Dakota",0,2023,"May",193042.00000431,0
"Tennessee",0,2023,"May",1605221.16666533,0
"Texas",10,2023,"May",7274898.99999248,0.00137458953038528
"Utah",310,2023,"May",855202.250001279,0.362487353137268
"Vermont",170,2023,"May",138180.83333359,1.23027192627789
"Virginia",2980,2023,"May",1956451.33333214,1.52316592251983
"Washington",2010,2023,"May",1781616.00000187,1.12818923943088
"West Virginia",0,2023,"May",364451.583335786,0
"Wisconsin",0,2023,"May",1265809.66666623,0
"Wyoming",70,2023,"May",124841.083332527,0.560712852943993
"Telehealth",7400,2023,"May",75205340.583322,0.0983972673031292
"Alabama",0,2023,"Jun",1145334.95832958,0
"Alaska",140,2023,"Jun",159592.666668705,0.877233289738953
"Arizona",1090,2023,"Jun",1654996.08333146,0.65861183055241
"Arkansas",0,2023,"Jun",680486.874998535,0
"California",15200,2023,"Jun",9011990.9583244,1.68664172770388
"Colorado",2270,2023,"Jun",1382692.54166423,1.64172433972038
"Connecticut",1220,2023,"Jun",810561.624997274,1.50512923678579
"Delaware",310,2023,"Jun",217609.875002406,1.42456770400044
"DC",910,2023,"Jun",199525.833333456,4.56081292731236
"Florida",6920,2023,"Jun",4731837.66666793,1.46243393951275
"Georgia",2450,2023,"Jun",2605897.91666376,0.940174971679876
"Hawaii",260,2023,"Jun",293621.208330062,0.885494618998134
"Idaho",0,2023,"Jun",447272.25000164,0
"Illinois",8030,2023,"Jun",2821903.25000154,2.84559720465102
"Indiana",700,2023,"Jun",1534461.83333485,0.4561859961539
"Iowa",290,2023,"Jun",696056.750000493,0.41663269553782
"Kansas",2020,2023,"Jun",647586.333332345,3.1192752163337
"Kentucky",0,2023,"Jun",984667.666666037,0
"Louisiana",0,2023,"Jun",1033737.79166849,0
"Maine",250,2023,"Jun",285052.499999996,0.877031424035936
"Maryland",4010,2023,"Jun",1384754.99999844,2.89581911602018
"Massachusetts",1850,2023,"Jun",1607996.75000089,1.15049983776334
"Michigan",2950,2023,"Jun",2165324.58333473,1.36238235260638
"Minnesota",1370,2023,"Jun",1255621.83333381,1.09109284629314
"Mississippi",0,2023,"Jun",664644.708333974,0
"Missouri",0,2023,"Jun",1369646.9166651,0
"Montana",200,2023,"Jun",244059.458335539,0.819472440707606
"Nebraska",240,2023,"Jun",435130.541664956,0.551558617516663
"Nevada",1420,2023,"Jun",723267.874999121,1.96331131118153
"New Hampshire",240,2023,"Jun",290213.1249997,0.826978449028617
"New Jersey",5700,2023,"Jun",2033088.54166588,2.80361621404325
"New Mexico",2000,2023,"Jun",463265.125001908,4.31718230460746
"New York",10520,2023,"Jun",4377401.91666791,2.40325202032347
"North Carolina",4660,2023,"Jun",2451751.45833348,1.90068205492882
"North Dakota",0,2023,"Jun",172138.166668195,0
"Ohio",1970,2023,"Jun",2556135.87499818,0.770694554725657
"Oklahoma",0,2023,"Jun",917412.125001763,0
"Oregon",1120,2023,"Jun",960882.791666385,1.16559481521952
"Pennsylvania",3220,2023,"Jun",2808141.49999897,1.14666586423839
"Rhode Island",240,2023,"Jun",245032.500000941,0.979461908110467
"South Carolina",930,2023,"Jun",1175881.45833564,0.790896049433701
"South Dakota",0,2023,"Jun",193309.500004476,0
"Tennessee",0,2023,"Jun",1606368.24999861,0
"Texas",0,2023,"Jun",7283811.66665888,0
"Utah",330,2023,"Jun",856509.291668002,0.385284786995532
"Vermont",120,2023,"Jun",138230.083333601,0.868117830113686
"Virginia",3070,2023,"Jun",1956538.99999876,1.56909726818731
"Washington",1990,2023,"Jun",1782388.33333528,1.11647948024673
"West Virginia",0,2023,"Jun",364289.291669215,0
"Wisconsin",0,2023,"Jun",1265759.16666621,0
"Wyoming",70,2023,"Jun",124913.874999164,0.560386106030803
"Telehealth",7110,2023,"Jun",75218797.2916549,0.0945242446835668
"Alabama",0,2023,"Jul",1145695.33332946,0
"Alaska",170,2023,"Jul",159582.666668786,1.06527860167192
"Arizona",1040,2023,"Jul",1657079.99999805,0.627610012794326
"Arkansas",0,2023,"Jul",680848.999998483,0
"California",14060,2023,"Jul",9005967.99999073,1.56118698178968
"Colorado",2230,2023,"Jul",1383520.66666414,1.61182991604805
"Connecticut",1350,2023,"Jul",811019.99999717,1.66457054080628
"Delaware",310,2023,"Jul",217780.000002496,1.42345486268917
"DC",950,2023,"Jul",199722.000000136,4.75661169024621
"Florida",6930,2023,"Jul",4736936.00000132,1.46297100066331
"Georgia",2420,2023,"Jul",2607603.66666367,0.928055145395732
"Hawaii",280,2023,"Jul",293458.999996608,0.954136693722926
"Idaho",0,2023,"Jul",448191.666668368,0
"Illinois",7740,2023,"Jul",2819543.66666827,2.74512506810935
"Indiana",880,2023,"Jul",1534867.66666824,0.573339330230488
"Iowa",190,2023,"Jul",696249.666667179,0.272890615387287
"Kansas",1710,2023,"Jul",647671.999998975,2.64022529922971
"Kentucky",0,2023,"Jul",984576.666666016,0
"Louisiana",0,2023,"Jul",1033045.33333522,0
"Maine",230,2023,"Jul",285272.999999996,0.806245245782122
"Maryland",3880,2023,"Jul",1384340.66666505,2.80277831420435
"Massachusetts",1730,2023,"Jul",1607742.00000092,1.07604329550327
"Michigan",3000,2023,"Jul",2164632.00000145,1.38591686716171
"Minnesota",1300,2023,"Jul",1255684.33333383,1.03529204393951
"Mississippi",0,2023,"Jul",664463.666667331,0
"Missouri",0,2023,"Jul",1369961.3333317,0
"Montana",200,2023,"Jul",244545.66666895,0.817843156757903
"Nebraska",120,2023,"Jul",435234.999998226,0.275713120499246
"Nevada",1310,2023,"Jul",723858.333332421,1.80974638223637
"New Hampshire",240,2023,"Jul",290199.333333021,0.827017751018007
"New Jersey",5400,2023,"Jul",2032659.99999918,2.65661743725078
"New Mexico",1760,2023,"Jul",463347.00000198,3.79844911047763
"New York",10040,2023,"Jul",4371085.66666795,2.29691220114051
"North Carolina",3130,2023,"Jul",2454119.6666668,1.27540642883612
"North Dakota",0,2023,"Jul",172222.666668252,0
"Ohio",1720,2023,"Jul",2555519.33333145,0.673053018056318
"Oklahoma",0,2023,"Jul",918227.666668492,0
"Oregon",1070,2023,"Jul",960907.999999709,1.11353011942904
"Pennsylvania",3240,2023,"Jul",2808202.99999894,1.15376274436044
"Rhode Island",210,2023,"Jul",244965.00000098,0.857265323614232
"South Carolina",880,2023,"Jul",1177175.66666906,0.747551979637882
"South Dakota",0,2023,"Jul",193577.000004642,0
"Tennessee",0,2023,"Jul",1607515.33333189,0
"Texas",10,2023,"Jul",7292724.33332526,0.00137122967260718
"Utah",370,2023,"Jul",857816.33333472,0.43132776285763
"Vermont",110,2023,"Jul",138279.333333613,0.795491252005199
"Virginia",2870,2023,"Jul",1956626.66666539,1.46681022440078
"Washington",1850,2023,"Jul",1783160.66666868,1.03748362925489
"West Virginia",0,2023,"Jul",364127.000002645,0
"Wisconsin",0,2023,"Jul",1265708.6666662,0
"Wyoming",50,2023,"Jul",124986.666665801,0.400042671221034
"Telehealth",14110,2023,"Jul",75232253.9999878,0.187552535645181
"Alabama",0,2023,"Aug",1146055.70832933,0
"Alaska",170,2023,"Aug",159572.666668866,1.06534535988404
"Arizona",1120,2023,"Aug",1659163.91666465,0.67503878836245
"Arkansas",0,2023,"Aug",681211.12499843,0
"California",15280,2023,"Aug",8999945.04165706,1.69778814529146
"Colorado",2300,2023,"Aug",1384348.79166404,1.66143100196252
"Connecticut",1190,2023,"Aug",811478.374997066,1.46645928796846
"Delaware",290,2023,"Aug",217950.125002585,1.33057964521269
"DC",930,2023,"Aug",199918.166666816,4.65190340380592
"Florida",6980,2023,"Aug",4742034.3333347,1.47194210529714
"Georgia",2400,2023,"Aug",2609309.41666359,0.91978359663791
"Hawaii",300,2023,"Aug",293296.791663155,1.02285469370065
"Idaho",0,2023,"Aug",449111.083335096,0
"Illinois",8410,2023,"Aug",2817184.083335,2.9852504313613
"Indiana",70,2023,"Aug",1535273.50000162,0.0455944820254671
"Iowa",370,2023,"Aug",696442.583333865,0.531271362283468
"Kansas",1820,2023,"Aug",647757.666665605,2.80969271945267
"Kentucky",0,2023,"Aug",984485.666665994,0
"Louisiana",0,2023,"Aug",1032352.87500195,0
"Maine",220,2023,"Aug",285493.499999996,0.77059547765537
"Maryland",3790,2023,"Aug",1383926.33333166,2.73858507401616
"Massachusetts",1900,2023,"Aug",1607487.25000094,1.1819689394108
"Michigan",3160,2023,"Aug",2163939.41666817,1.46029966257811
"Minnesota",1390,2023,"Aug",1255746.83333385,1.10691101351195
"Mississippi",0,2023,"Aug",664282.625000689,0
"Missouri",0,2023,"Aug",1370275.74999831,0
"Montana",250,2023,"Aug",245031.875002362,1.0202754233407
"Nebraska",230,2023,"Aug",435339.458331495,0.528323347673354
"Nevada",1510,2023,"Aug",724448.791665721,2.08434332056523
"New Hampshire",260,2023,"Aug",290185.541666342,0.895978478138481
"New Jersey",5790,2023,"Aug",2032231.45833248,2.84908491907261
"New Mexico",1700,2023,"Aug",463428.875002052,3.66830832453518
"New York",10440,2023,"Aug",4364769.41666799,2.39187892953341
"North Carolina",3310,2023,"Aug",2456487.87500013,1.34745220348373
"North Dakota",0,2023,"Aug",172307.166668309,0
"Ohio",1930,2023,"Aug",2554902.79166471,0.75541034527676
"Oklahoma",0,2023,"Aug",919043.20833522,0
"Oregon",1120,2023,"Aug",960933.208333034,1.16553366070354
"Pennsylvania",3360,2023,"Aug",2808264.4999989,1.19646849504429
"Rhode Island",230,2023,"Aug",244897.500001018,0.939168427603566
"South Carolina",760,2023,"Aug",1178469.87500248,0.644904054079789
"South Dakota",0,2023,"Aug",193844.500004808,0
"Tennessee",0,2023,"Aug",1608662.41666517,0
"Texas",10,2023,"Aug",7301636.99999163,0.0013695558954809
"Utah",340,2023,"Aug",859123.375001439,0.395752239891541
"Vermont",140,2023,"Aug",138328.583333625,1.01208294501466
"Virginia",3080,2023,"Aug",1956714.33333201,1.57406727570457
"Washington",1990,2023,"Aug",1783933.00000209,1.11551274627336
"West Virginia",0,2023,"Aug",363964.708336074,0
"Wisconsin",0,2023,"Aug",1265658.16666618,0
"Wyoming",80,2023,"Aug",125059.458332438,0.639695718074685
"Telehealth",14060,2023,"Aug",75245710.7083207,0.186854504630856
"Alabama",0,2023,"Sep",1146416.08332921,0
"Alaska",150,2023,"Sep",159562.666668947,0.940069523350427
"Arizona",1120,2023,"Sep",1661247.83333125,0.674192000451914
"Arkansas",0,2023,"Sep",681573.249998378,0
"California",13880,2023,"Sep",8993922.08332338,1.54326442584336
"Colorado",1980,2023,"Sep",1385176.91666395,1.4294202972777
"Connecticut",1080,2023,"Sep",811936.749996963,1.33015287213449
"Delaware",270,2023,"Sep",218120.250002674,1.23784930558575
"DC",770,2023,"Sep",200114.333333496,3.84780034080204
"Florida",6790,2023,"Sep",4747132.66666809,1.43033710594942
"Georgia",2290,2023,"Sep",2611015.1666635,0.877053503647888
"Hawaii",270,2023,"Sep",293134.583329701,0.921078628570822
"Idaho",0,2023,"Sep",450030.500001826,0
"Illinois",7560,2023,"Sep",2814824.50000172,2.68578023247822
"Indiana",60,2023,"Sep",1535679.33333501,0.0390706566778488
"Iowa",330,2023,"Sep",696635.500000551,0.473705402609742
"Kansas",1620,2023,"Sep",647843.333332235,2.50060457003917
"Kentucky",0,2023,"Sep",984394.666665973,0
"Louisiana",0,2023,"Sep",1031660.41666867,0
"Maine",230,2023,"Sep",285713.999999996,0.805000805000816
